Nama Depan,Nama Belakang,Email,Kota,Tanggal Pembelian,Produk Yang Dibeli,Total Penjualan,Nomor Penjualan,Jumlah Pembelian,Rating,Jasa Pengiriman,Customer Baru,Sales Person,Sales,Kode Sales,Nama Depan,Nama Belakang,#,SKU,Nama,Harga
Rony,"Chiang,",Chiang@rocketmailx.com,Bekasi,06-12-2016,KP0625AF,"Rp72,000,000",35656,6,N/A,JENT,N,bv-409,409,,,,,,,
Kristanto,Budiman,Kristanto@ymailx.com,Bogor,06-12-2016,KP0850FB,"Rp210,000,000",36177,10,N/A,Wakanda Express,Y,to-409,409,,,,,,,
Lili,Delia,LiLi@outlookx.com,Mataram,06-09-2016,KP0350CF,"Rp280,000,000",36809,8,N/A,Swift Delivery,Y,it-183,183,,,,,,,
Jackson,Herman,Jackson@ymailx.com,Jayapura,06-08-2016,KP0850FB,"Rp63,000,000",36324,3,N/A,Wakanda Express,Y,eg-990,990,,,,,,,
Anna,Phair,Anna@livex.com,Tebingtinggi,06-08-2016,KP0750AJ,"Rp90,000,000",36218,5,N/A,JENT,Y,ru-662,662,,,,,,,
Nazamudin,Broto,Nazamudin@ymailx.com,Jambi,06-08-2016,KP0925SG,"Rp60,000,000",36648,4,4,Wakanda Express,N,rc-512,512,,,,,,,
Faizan,Widjaja,Faizan@outlookx.com,Palangkaraya,06-08-2016,KP0850FB,"Rp84,000,000",36615,4,4,JENT,Y,yl-992,992,,,,,,,
Hashim,Adhika,HASHIM@gmailx.com,Pontianak,06-06-2016,KP0850FB,"Rp210,000,000",36706,10,2,JENT,Y,sg-880,880,,,,,,,
Sukmawati,Rahardja,Sukmawati@icloudx.com,Jakarta Barat,06-05-2016,KP0850FB,"Rp126,000,000",36981,6,4,Swift Delivery,N,yv-333,333,,,,,,,
K.,Husin,K.@ymailx.com,Cilegon,06-04-2016,KP0925SG,"Rp90,000,000",36526,6,4,JENT,Y,iy-500,500,,,,,,,
Maxymilian,Woosnam,Maxymilian@mex.com,Bau-Bau,06-03-2016,KP0750AJ,"Rp36,000,000",36828,2,4,Pru Logistic,Y,pk-250,250,,,,,,,
Mirah,Susanto,Mirah@gmailx.com,Bekasi,06-02-2016,KP0625AF,"Rp96,000,000",36590,8,2,Cepat Kirim,Y,de-409,409,,,,,,,
Medina,Prasetyo,MEDINA@ymailx.com,Tegal,28-05-2016,KP0850FB,"Rp126,000,000",35017,6,N/A,Wakanda Express,Y,hk-410,410,,,,,,,
Agam,Iskandar,Agam@gmailx.com,Purwokerto,27-05-2016,KP0750AJ,"Rp90,000,000",36021,5,1,Wakanda Express,Y,pf-410,410,,,,,,,
Prayugi,Putri,Putri@rocketmailx.com,Sawahlunto,23-05-2016,KP0150BH,"Rp216,000,000",36967,8,3,Swift Delivery,N,vp-559,559,,,,,,,
Djie,Totong,Totong@outlookx.com,Sorong,23-05-2016,KP0750AJ,"Rp54,000,000",35408,3,4,JENT,Y,tq-999,999,,,,,,,
Psp,Handajani,PSP@mex.com,Tangerang Selatan,21-05-2016,KP0850FB,"Rp126,000,000",36825,6,N/A,Wakanda Express,N,cx-500,500,,,,,,,
Rini,Djajasaputra,Djajasaputra@gmailx.com,Ambon,19-05-2016,KP0625AF,"Rp120,000,000",35526,10,4,Swift Delivery,N,hx-171,171,,,,,,,
Henry,Adiwinata,Adiwinata@gmailx.com,Solok,19-05-2016,KP0925SG,"Rp45,000,000",36330,3,4,JENT,Y,pj-559,559,,,,,,,
Sharecorp,Kalim,Sharecorp@ymailx.com,Padangpanjang,15-05-2016,KP0425CB,"Rp245,250,000",36939,9,4,Cepat Kirim,N,ub-559,559,,,,,,,
Sinatra,Widjaja,Sinatra@mex.com,Balikpapan,14-05-2016,KP0925SG,"Rp120,000,000",36739,8,N/A,Swift Delivery,N,et-993,993,,,,,,,
Slamet,Maringka,Maringka@icloudx.com,Malang,13-05-2016,KP0150BH,"Rp81,000,000",36463,3,N/A,Cepat Kirim,N,tv-123,123,,,,,,,
Jopie,Moelyadi,Jopie@ymailx.com,Batam,05-11-2016,KP0850FB,"Rp42,000,000",36506,2,N/A,JENT,Y,og-809,809,,,,,,,
Jo,Oka,Oka@gmailx.com,Padang Sidempuan,05-10-2016,KP0150BH,"Rp189,000,000",36401,7,4,Wakanda Express,Y,iq-662,662,,,,,,,
Agus,Sugianto,Sugianto@ymailx.com,Depok,05-10-2016,KP0750AJ,"Rp126,000,000",36441,7,N/A,Wakanda Express,Y,yl-409,409,,,,,,,
Nio,Widodo,Widodo@rocketmailx.com,Gorontalo,05-09-2016,KP0925SG,"Rp120,000,000",35075,8,N/A,JENT,N,vr-983,983,,,,,,,
Piet,Ronald,Piet@ymailx.com,Lhokseumawe,05-08-2016,KP0150BH,"Rp189,000,000",36168,7,4,JENT,N,zb-101,101,,,,,,,
Anton,M.,Anton@livex.com,Meulaboh,05-07-2016,KP0850FB,"Rp105,000,000",35651,5,4,JENT,Y,dn-101,101,,,,,,,
Halifah,Lianty,Halifah@ymailx.com,Bau-Bau,05-07-2016,KP0750AJ,"Rp126,000,000",36306,7,N/A,JENT,Y,hv-250,250,,,,,,,
James,Chuck,Chuck@ymailx.com,Makassar,05-05-2016,KP0850FB,"Rp84,000,000",35393,4,N/A,JENT,Y,yh-290,290,,,,,,,
Catherine,Rophian,Rophian@icloudx.com,Jakarta Timur,05-04-2016,KP0925SG,"Rp90,000,000",36834,6,N/A,JENT,Y,ul-333,333,,,,,,,
Hans,Salman,Salman@gmailx.com,Palu,05-03-2016,KP0850FB,"Rp63,000,000",36367,3,N/A,JENT,Y,ie-280,280,,,,,,,
Lina,Yick,Lina@gmailx.com,Tasikmalaya,05-03-2016,KP0850FB,"Rp105,000,000",35753,5,N/A,Pru Logistic,Y,pb-409,409,,,,,,,
Edwin,Alicia,Edwin@livex.com,Lubuklinggau,05-03-2016,KP0150BH,"Rp135,000,000",36380,5,1,Cepat Kirim,Y,cl-661,661,,,,,,,
Edhie,Tirtadjaja,Edhie@gmailx.com,Cimahi,05-02-2016,KP0850FB,"Rp84,000,000",35470,4,2,Wakanda Express,Y,bc-409,409,,,,,,,
Lydia,Gasyanto,Gasyanto@gmailx.com,Balikpapan,05-01-2016,KP0925SG,"Rp150,000,000",36212,10,N/A,Swift Delivery,Y,zx-993,993,,,,,,,
Soetjahjono,Wiryanto,Wiryanto@ymailx.com,Parepare,28-04-2016,KP0225BB,"Rp50,000,000",35156,5,N/A,JENT,N,pm-290,290,,,,,,,
Matthew,Akbar,Matthew@icloudx.com,Sungai Penuh,26-04-2016,KP0050AG,"Rp97,500,000",36551,6,4,Wakanda Express,Y,pl-512,512,,,,,,,
Ang,Suo,Ang@livex.com,Jambi,26-04-2016,KP0625AF,"Rp84,000,000",35663,7,4,Cepat Kirim,Y,oc-512,512,,,,,,,
Indrawati,R.,Indrawati@ymailx.com,Jakarta Utara,26-04-2016,KP0625AF,"Rp96,000,000",36666,8,N/A,Cepat Kirim,Y,rq-333,333,,,,,,,
Setia,Harijanto,Harijanto@rocketmailx.com,Madiun,25-04-2016,KP0150BH,"Rp108,000,000",36612,4,N/A,Cepat Kirim,N,nv-123,123,,,,,,,
Hendro,Hasjim,Hendro@gmailx.com,Bandung,24-04-2016,KP0150BH,"Rp81,000,000",35251,3,N/A,Wakanda Express,Y,nc-409,409,,,,,,,
Lambertus,Singh,Singh@livex.com,Tarakan,24-04-2016,KP0425CB,"Rp190,750,000",36766,7,4,JENT,Y,dx-994,994,,,,,,,
Execorp,Henry,Execorp@ymailx.com,Batam,23-04-2016,KP0750AJ,"Rp72,000,000",35271,4,N/A,Wakanda Express,Y,lj-809,809,,,,,,,
John,Frans,Frans@ymailx.com,Sawahlunto,22-04-2016,KP0850FB,"Rp84,000,000",36817,4,3,Swift Delivery,Y,lf-559,559,,,,,,,
Bambang,Dwilasmini,Dwilasmini@ymailx.com,Pekanbaru,20-04-2016,KP0150BH,"Rp216,000,000",36041,8,N/A,JENT,Y,tg-222,222,,,,,,,
Philip,Binti,Philip@mex.com,Balikpapan,19-04-2016,KP0750AJ,"Rp144,000,000",35048,8,N/A,JENT,N,oa-993,993,,,,,,,
Hendra,Welianto,Hendra@ymailx.com,Binjai,17-04-2016,KP0750AJ,"Rp108,000,000",36410,6,4,Wakanda Express,Y,uw-662,662,,,,,,,
Houston,Adnan,Adnan@ymailx.com,Jakarta Pusat,16-04-2016,KP0050AG,"Rp130,000,000",36011,8,N/A,Swift Delivery,Y,vr-333,333,,,,,,,
Hilda,Irawan,Hilda@ymailx.com,Batam,15-04-2016,KP0750AJ,"Rp144,000,000",36207,8,N/A,Swift Delivery,Y,of-809,809,,,,,,,
Linda,Moelyadi,Moelyadi@livex.com,Jayapura,13-04-2016,KP0925SG,"Rp60,000,000",36131,4,N/A,Swift Delivery,Y,ct-990,990,,,,,,,
Gita,V.,Gita@ymailx.com,Madiun,13-04-2016,KP0425CB,"Rp272,500,000",36791,10,N/A,JENT,Y,ie-123,123,,,,,,,
Daniel,Wibowo,Daniel@livex.com,Manado,04-12-2016,KP0850FB,"Rp126,000,000",35051,6,1,Wakanda Express,Y,fp-221,221,,,,,,,
Darwin,Abner,Darwin@livex.com,Padang Sidempuan,04-11-2016,KP0625AF,"Rp96,000,000",35963,8,N/A,JENT,Y,gn-662,662,,,,,,,
Vivien,Goh,Goh@outlookx.com,Tasikmalaya,04-11-2016,KP0625AF,"Rp36,000,000",35100,3,4,#N/A,N,ow-409,409,,,,,,,
Muljadi,Aloan,Muljadi@mex.com,Pangkalpinang,04-10-2016,KP0225BB,"Rp80,000,000",35380,8,4,JENT,Y,bh-120,120,,,,,,,
Joppy,Syafari,Joppy@ymailx.com,Tasikmalaya,04-09-2016,KP0050AG,"Rp130,000,000",35815,8,N/A,Swift Delivery,Y,ow-409,409,,,,,,,
Lim,Santoso,Lim@mex.com,Batam,04-09-2016,KP0850FB,"Rp210,000,000",36119,10,N/A,JENT,Y,el-809,809,,,,,,,
Edgardo,Tedjasaputra,Edgardo@gmailx.com,Tual,04-07-2016,KP0925SG,"Rp135,000,000",36275,9,4,Pru Logistic,Y,li-171,171,,,,,,,
Primanaga,Rahardja,Rahardja@icloudx.com,Tanjungbalai,04-06-2016,KP0850FB,"Rp147,000,000",35105,7,N/A,Pru Logistic,N,mj-662,662,,,,,,,
Johan,Anindyaguna,Johan@gmailx.com,Cilegon,04-06-2016,KP0350CF,"Rp245,000,000",35998,7,N/A,JENT,Y,xg-500,500,,,,,,,
Ratna,Sunardio,Ratna@icloudx.com,Cirebon,04-06-2016,KP0225BB,"Rp60,000,000",35173,6,3,JENT,N,hk-409,409,,,,,,,
Bambang,Soegandha,BamBang@livex.com,Tebingtinggi,04-05-2016,KP0750AJ,"Rp126,000,000",36848,7,N/A,Wakanda Express,Y,qv-662,662,,,,,,,
Johnny,Tjandra,Johnny@gmailx.com,Bandung,04-02-2016,KP0925SG,"Rp45,000,000",36928,3,N/A,Pru Logistic,Y,kd-409,409,,,,,,,
Miranti,Hioe,Hioe@outlookx.com,Mojokerto,04-01-2016,KP0925SG,"Rp150,000,000",36636,10,N/A,Wakanda Express,Y,kg-123,123,,,,,,,
Rustiyan,Muchtar,Rustiyan@outlookx.com,Semarang,27-03-2016,KP0925SG,"Rp75,000,000",35493,5,N/A,Wakanda Express,N,gf-410,410,,,,,,,
Kusumo,Halim,Kusumo@gmailx.com,Tegal,27-03-2016,KP0150BH,"Rp243,000,000",35539,9,4,Wakanda Express,Y,ku-410,410,,,,,,,
Kusuma,Ongsoredjo,Ongsoredjo@gmailx.com,Langsa,26-03-2016,KP0925SG,"Rp150,000,000",35326,10,2,Swift Delivery,Y,jj-101,101,,,,,,,
Ignanto,Hadikusumo,Ignanto@gmailx.com,Tidore Kepulauan,26-03-2016,KP0350CF,"Rp350,000,000",35533,10,N/A,Cepat Kirim,Y,gv-160,160,,,,,,,
Hesye,N.,N.@gmailx.com,Kotamobagu,24-03-2016,KP0150BH,"Rp108,000,000",36109,4,N/A,Cepat Kirim,Y,sq-221,221,,,,,,,
Rendor,Soedibjo,RENDOR@ymailx.com,Sorong,23-03-2016,KP0750AJ,"Rp54,000,000",35259,3,N/A,Pru Logistic,N,yu-999,999,,,,,,,
Nugraha,Rion,Rion@gmailx.com,Madiun,22-03-2016,KP0925SG,"Rp105,000,000",36536,7,N/A,JENT,N,wo-123,123,,,,,,,
Azir,Soepono,Soepono@ymailx.com,Kotamobagu,22-03-2016,KP0925SG,"Rp75,000,000",36217,5,4,Wakanda Express,Y,sd-221,221,,,,,,,
Devie,Arifkaja,Devie@icloudx.com,Banjarmasin,21-03-2016,KP0150BH,"Rp216,000,000",35855,8,N/A,Cepat Kirim,Y,td-991,991,,,,,,,
Oei,Consulting,Consulting@icloudx.com,Tegal,19-03-2016,KP0750AJ,"Rp162,000,000",36344,9,N/A,JENT,N,lc-410,410,,,,,,,
Sugiono,Panutomo,Sugiono@livex.com,Serang,19-03-2016,KP0425CB,"Rp81,750,000",36737,3,N/A,Cepat Kirim,N,rn-500,500,,,,,,,
Nico,D.,Nico@outlookx.com,Probolinggo,19-03-2016,KP0625AF,"Rp24,000,000",35374,2,N/A,JENT,N,ow-123,123,,,,,,,
Marcella,Djojohadikusumo,DJOJOHADIKUSUMO@gmailx.com,Bontang,19-03-2016,KP0350CF,"Rp245,000,000",35890,7,4,Cepat Kirim,Y,cy-993,993,,,,,,,
Muhammad,Setiawan,Setiawan@mex.com,Tual,18-03-2016,KP0350CF,"Rp105,000,000",35966,3,N/A,Swift Delivery,Y,ho-171,171,,,,,,,
Ilham,Marathon,Marathon@ymailx.com,Kediri,18-03-2016,KP0750AJ,"Rp144,000,000",35500,8,4,Cepat Kirim,Y,ln-123,123,,,,,,,
Giovani,Wijaya,Wijaya@ymailx.com,Bima,18-03-2016,KP0750AJ,"Rp126,000,000",35188,7,2,JENT,Y,dk-183,183,,,,,,,
Ivonny,Segayir,Ivonny@ymailx.com,Pekalongan,18-03-2016,KP0750AJ,"Rp36,000,000",36740,2,4,Swift Delivery,Y,ut-410,410,,,,,,,
Darjoto,Korompis,KOROMPIS@livex.com,Banjarmasin,15-03-2016,KP0925SG,"Rp75,000,000",35837,5,3,JENT,Y,fb-991,991,,,,,,,
Protasius,Deviyanti,Protasius@livex.com,Binjai,14-03-2016,KP0350CF,"Rp315,000,000",35544,9,N/A,JENT,N,pk-662,662,,,,,,,
Kiki,Chu,Chu@ymailx.com,Palangkaraya,13-03-2016,KP0350CF,"Rp280,000,000",35536,8,N/A,JENT,Y,fu-992,992,,,,,,,
Ravi,Azwien,Azwien@rocketmailx.com,Bandung,03-11-2016,KP0625AF,"Rp60,000,000",35496,5,N/A,Cepat Kirim,N,uj-409,409,,,,,,,
Amy,Manoj,Amy@gmailx.com,Jakarta Selatan,03-08-2016,KP0850FB,"Rp210,000,000",35329,10,N/A,Cepat Kirim,Y,ly-333,333,,,,,,,
Northstar,Zainal,NORTHSTAR@gmailx.com,Ambon,03-07-2016,KP0425CB,"Rp81,750,000",36723,3,N/A,Wakanda Express,N,ky-171,171,,,,,,,
Hajato,Tirtawidjaja,Hajato@gmailx.com,Metro,03-06-2016,KP0925SG,"Rp105,000,000",36645,7,N/A,JENT,Y,ac-150,150,,,,,,,
Na,Sunjata,Sunjata@ymailx.com,Pariaman,03-04-2016,KP0425CB,"Rp54,500,000",35213,2,4,Wakanda Express,N,wa-559,559,,,,,,,
Denny,Wijaya,Wijaya@livex.com,Jakarta Timur,03-04-2016,KP0350CF,"Rp70,000,000",36505,2,N/A,Wakanda Express,Y,on-333,333,,,,,,,
Miana,Wargana,Wargana@outlookx.com,Manado,03-03-2016,KP0750AJ,"Rp108,000,000",35737,6,N/A,Wakanda Express,Y,eg-221,221,,,,,,,
Devy,Krisnanto,Devy@outlookx.com,Madiun,03-03-2016,KP0625AF,"Rp48,000,000",36382,4,N/A,JENT,Y,jc-123,123,,,,,,,
Janti,Soetoyo,Soetoyo@gmailx.com,Purwokerto,03-03-2016,KP0925SG,"Rp120,000,000",35396,8,N/A,Cepat Kirim,Y,cx-410,410,,,,,,,
Hunarti,Amara,Hunarti@ymailx.com,Makassar,03-02-2016,KP0350CF,"Rp350,000,000",36484,10,N/A,Wakanda Express,Y,oh-290,290,,,,,,,
Sandrawati,Hadiwardojo,Hadiwardojo@ymailx.com,Madiun,03-02-2016,KP0425CB,"Rp245,250,000",35460,9,N/A,Pru Logistic,N,jz-123,123,,,,,,,
Charterhouse,Thohir,Thohir@outlookx.com,Pasuruan,03-02-2016,KP0850FB,"Rp189,000,000",36490,9,4,JENT,Y,dp-123,123,,,,,,,
Nanik,Christy,Nanik@gmailx.com,Tanjungbalai,03-01-2016,KP0625AF,"Rp24,000,000",36379,2,2,JENT,N,os-662,662,,,,,,,
Ashwani,Patra,Patra@ymailx.com,Sabang,03-01-2016,KP0850FB,"Rp42,000,000",36333,2,N/A,Swift Delivery,Y,oy-101,101,,,,,,,
Michel,Ahimsa,Michel@rocketmailx.com,Malang,28-02-2016,KP0850FB,"Rp147,000,000",35665,7,N/A,JENT,Y,ja-123,123,,,,,,,
Agus,Nittyyudo,Agus@ymailx.com,Jakarta Utara,26-02-2016,KP0750AJ,"Rp180,000,000",35310,10,N/A,JENT,Y,oa-333,333,,,,,,,
Dicky,Brown,Dicky@livex.com,Meulaboh,24-02-2016,KP0425CB,"Rp54,500,000",35980,2,4,Swift Delivery,Y,qb-101,101,,,,,,,
Melisa,Soedarjo,Melisa@outlookx.com,Tidore Kepulauan,24-02-2016,KP0750AJ,"Rp144,000,000",35010,8,N/A,Cepat Kirim,Y,zm-160,160,,,,,,,
Simon,Rudy,Rudy@livex.com,Banjarmasin,23-02-2016,KP0850FB,"Rp105,000,000",35570,5,N/A,Swift Delivery,N,xo-991,991,,,,,,,
John,Tulsidas,Tulsidas@gmailx.com,Singkawang,22-02-2016,KP0850FB,"Rp63,000,000",35791,3,N/A,Cepat Kirim,Y,ue-880,880,,,,,,,
Chandra,Widyawimarta,Chandra@livex.com,Bima,22-02-2016,KP0150BH,"Rp81,000,000",36000,3,N/A,Cepat Kirim,Y,sj-183,183,,,,,,,
Lydia,Kumar,Kumar@icloudx.com,Tebingtinggi,21-02-2016,KP0625AF,"Rp84,000,000",35130,7,N/A,JENT,Y,hm-662,662,,,,,,,
Jusak,Kawano,Kawano@gmailx.com,Cirebon,19-02-2016,KP0425CB,"Rp272,500,000",36874,10,1,JENT,Y,uu-409,409,,,,,,,
Hansen,Wiria,Wiria@gmailx.com,Bandar Lampung,15-02-2016,KP0850FB,"Rp84,000,000",36754,4,N/A,Cepat Kirim,Y,xc-150,150,,,,,,,
Sefrie,Lawanto,Sefrie@ymailx.com,Tidore Kepulauan,14-02-2016,KP0925SG,"Rp150,000,000",35932,10,N/A,Swift Delivery,N,wh-160,160,,,,,,,
Eddyanto,Denny,Denny@ymailx.com,Bau-Bau,13-02-2016,KP0350CF,"Rp350,000,000",36684,10,N/A,Swift Delivery,Y,nt-250,250,,,,,,,
Steven,Widjata,Steven@icloudx.com,Banjarmasin,13-02-2016,KP0750AJ,"Rp54,000,000",36176,3,3,Cepat Kirim,N,js-991,991,,,,,,,
Hans,Handoko,Handoko@gmailx.com,Tegal,02-11-2016,KP0750AJ,"Rp90,000,000",35463,5,N/A,JENT,Y,be-410,410,,,,,,,
Josef,Williem,Williem@ymailx.com,Solok,02-07-2016,KP0925SG,"Rp120,000,000",36345,8,N/A,Pru Logistic,Y,yr-559,559,,,,,,,
Su,Mohanlal,Su@icloudx.com,Tanjungbalai,02-07-2016,KP0425CB,"Rp109,000,000",36137,4,5,Wakanda Express,N,lu-662,662,,,,,,,
Raja,Noegroho,Raja@icloudx.com,Pekalongan,02-05-2016,KP0750AJ,"Rp54,000,000",36205,3,N/A,Swift Delivery,N,rv-410,410,,,,,,,
Amrullah,William,William@livex.com,Medan,02-03-2016,KP0225BB,"Rp60,000,000",36830,6,N/A,Swift Delivery,Y,os-662,662,,,,,,,
Djatmiko,Idris,Idris@outlookx.com,Samarinda,02-02-2016,KP0850FB,"Rp84,000,000",36098,4,N/A,Cepat Kirim,Y,xh-993,993,,,,,,,
Chris,Susanto,Chris@livex.com,Banjarmasin,02-02-2016,KP0625AF,"Rp48,000,000",36596,4,N/A,JENT,Y,fg-991,991,,,,,,,
Ie,Heryati,Ie@gmailx.com,Pekanbaru,02-01-2016,KP0750AJ,"Rp162,000,000",35804,9,N/A,JENT,Y,jb-222,222,,,,,,,
Kusdianto,Babra,Babra@ymailx.com,Padang,02-01-2016,KP0050AG,"Rp130,000,000",36658,8,N/A,JENT,Y,uj-559,559,,,,,,,
Rusdy,Joh,Joh@livex.com,Banjarbaru,02-01-2016,KP0425CB,"Rp163,500,000",36271,6,4,Cepat Kirim,N,pb-991,991,,,,,,,
Erwin,Kahar,Erwin@gmailx.com,Banjarbaru,25-01-2016,KP0750AJ,"Rp90,000,000",36891,5,N/A,JENT,Y,rp-991,991,,,,,,,
Nasir,Esther,Nasir@livex.com,Jakarta Utara,25-01-2016,KP0625AF,"Rp60,000,000",36875,5,4,Swift Delivery,N,jm-333,333,,,,,,,
Vijay,Naraindas,Naraindas@rocketmailx.com,Sabang,25-01-2016,KP0150BH,"Rp108,000,000",36155,4,4,#N/A,N,av-101,101,,,,,,,
Hawanto,"Winoto,",Hawanto@ymailx.com,Jayapura,23-01-2016,KP0350CF,"Rp315,000,000",35540,9,4,Wakanda Express,Y,xj-990,990,,,,,,,
Didit,Hai,Didit@icloudx.com,Banjar,23-01-2016,KP0850FB,"Rp42,000,000",35391,2,N/A,JENT,Y,gu-409,409,,,,,,,
Honey,Vicky,Honey@ymailx.com,Samarinda,23-01-2016,KP0150BH,"Rp135,000,000",35456,5,N/A,JENT,Y,op-993,993,,,,,,,
Alwi,Cahyaningtyas,Cahyaningtyas@livex.com,Medan,21-01-2016,KP0850FB,"Rp105,000,000",35979,5,4,Pru Logistic,Y,tw-662,662,,,,,,,
Lisa,Padilla,LISA@livex.com,Tanjungpinang,21-01-2016,KP0750AJ,"Rp180,000,000",36843,10,4,JENT,Y,tn-809,809,,,,,,,
Gemilang,Wardhana,Gemilang@gmailx.com,Pagaralam,19-01-2016,KP0425CB,"Rp54,500,000",35833,2,N/A,JENT,Y,qi-661,661,,,,,,,
Ongkowijoyo,Wardhana,Ongkowijoyo@rocketmailx.com,Blitar,18-01-2016,KP0625AF,"Rp84,000,000",36002,7,N/A,Swift Delivery,N,ij-123,123,,,,,,,
Garibaldi,Bhansali,Bhansali@livex.com,Jakarta Selatan,16-01-2016,KP0925SG,"Rp45,000,000",36102,3,N/A,JENT,Y,ao-333,333,,,,,,,
Enny,Management,Management@icloudx.com,Manado,15-01-2016,KP0625AF,"Rp60,000,000",36438,5,2,Wakanda Express,Y,ph-221,221,,,,,,,
Mimin,Wirjawan,WIRJAWAN@gmailx.com,Pekalongan,13-01-2016,KP0350CF,"Rp105,000,000",35608,3,4,Wakanda Express,Y,mj-410,410,,,,,,,
Sabhnani,S.,SABHNANI@icloudx.com,Blitar,01-12-2016,KP0750AJ,"Rp72,000,000",36537,4,N/A,JENT,N,mj-123,123,,,,,,,
David,Bruce,Bruce@ymailx.com,Pematangsiantar,01-10-2016,KP0625AF,"Rp108,000,000",36547,9,N/A,JENT,Y,mc-662,662,,,,,,,
Rahmad,Vinod,Rahmad@outlookx.com,Binjai,01-09-2016,KP0050AG,"Rp146,250,000",35545,9,N/A,Swift Delivery,N,qz-662,662,,,,,,,
Daniel,Jennice,Jennice@livex.com,Palembang,01-09-2016,KP0425CB,"Rp136,250,000",35723,5,1,JENT,Y,tj-661,661,,,,,,,
Carlos,Tjen,Carlos@livex.com,Pangkalpinang,01-08-2016,KP0925SG,"Rp150,000,000",36585,10,N/A,JENT,Y,ei-120,120,,,,,,,
Nila,Henry,Nila@ymailx.com,Langsa,01-07-2016,KP0350CF,"Rp350,000,000",35784,10,N/A,Swift Delivery,N,jz-101,101,,,,,,,
Cavalier,Kiong,Kiong@icloudx.com,Pekanbaru,01-04-2016,KP0750AJ,"Rp72,000,000",35593,4,N/A,JENT,Y,oh-222,222,,,,,,,
Dicky,Sugiarti,Sugiarti@livex.com,Prabumulih,01-04-2016,KP0425CB,"Rp163,500,000",35601,6,N/A,Wakanda Express,Y,sh-661,661,,,,,,,
Catherine,Widjaja,WIDJAJA@gmailx.com,Sabang,01-02-2016,KP0625AF,"Rp120,000,000",35479,10,N/A,Wakanda Express,Y,xg-101,101,,,,,,,
Agus,Indra,Agus@ymailx.com,Kendari,01-01-2016,KP0350CF,"Rp210,000,000",36087,6,4,Pru Logistic,Y,ds-250,250,,,,,,,
Dicky,Brown,Dicky@livex.com,Meulaboh,24-02-2018,KP0425CB,"Rp54,500,000",37001,2,4,Swift Delivery,Y,qb-101,101,,,,,,,
Hesye,N.,N.@gmailx.com,Kotamobagu,24-03-2018,KP0150BH,"Rp108,000,000",37002,4,N/A,Cepat Kirim,Y,sq-221,221,,,,,,,
Hendro,Hasjim,Hendro@gmailx.com,Bandung,24-04-2018,KP0150BH,"Rp81,000,000",37003,3,N/A,Wakanda Express,Y,nc-409,409,,,,,,,
Lambertus,Singh,Singh@livex.com,Tarakan,24-04-2018,KP0425CB,"Rp190,750,000",37004,7,4,JENT,Y,dx-994,994,,,,,,,
Safarina,Rossi,Rossi@icloudx.com,Langsa,24-04-2018,KP0150BH,"Rp243,000,000",37005,9,N/A,Swift Delivery,N,yp-101,101,,,,,,,
Lim,Sik,Sik@mex.com,Kediri,24-04-2018,KP0050AG,"Rp97,500,000",37006,6,4,Wakanda Express,Y,aj-123,123,,,,,,,
Dina,Limited,Dina@icloudx.com,Solok,24-05-2018,KP0350CF,"Rp315,000,000",37007,9,3,Swift Delivery,Y,je-559,559,,,,,,,
Beatrice,Tedjajadi,Tedjajadi@gmailx.com,Blitar,24-05-2018,KP0150BH,"Rp162,000,000",37008,6,N/A,JENT,Y,wn-123,123,,,,,,,
Junanda,Liani,LIANI@gmailx.com,Pangkalpinang,24-06-2018,KP0225BB,"Rp60,000,000",37009,6,4,JENT,Y,zx-120,120,,,,,,,
Armedta,Christina,Christina@livex.com,Denpasar,24-06-2018,KP0350CF,"Rp175,000,000",37010,5,N/A,Wakanda Express,Y,ve-201,201,,,,,,,
Anwar,Hendrastiti,Hendrastiti@livex.com,Banda Aceh,24-07-2018,KP0925SG,"Rp60,000,000",37011,4,4,JENT,Y,ie-101,101,,,,,,,
Sonal,Tjahyawati,Sonal@mex.com,Madiun,24-07-2018,KP0750AJ,"Rp90,000,000",37012,5,N/A,Swift Delivery,N,kt-123,123,,,,,,,
Elsa,Mogi,Elsa@livex.com,Tanjungbalai,24-08-2018,KP0625AF,"Rp48,000,000",37013,4,2,Pru Logistic,Y,Wi-662,662,,,,,,,
Djoni,Mardova,Djoni@outlookx.com,Jambi,24-09-2018,KP0750AJ,"Rp144,000,000",37014,8,N/A,Wakanda Express,Y,ph-512,512,,,,,,,
Vijay,Naraindas,Naraindas@rocketmailx.com,Sabang,25-01-2018,KP0150BH,"Rp108,000,000",37015,4,4,#N/A,N,av-101,101,,,,,,,
Nasir,Esther,Nasir@livex.com,Jakarta Utara,25-01-2018,KP0625AF,"Rp60,000,000",37016,5,4,Swift Delivery,N,jm-333,333,,,,,,,
Erwin,Kahar,Erwin@gmailx.com,Banjarbaru,25-01-2018,KP0750AJ,"Rp90,000,000",37017,5,N/A,JENT,Y,rp-991,991,,,,,,,
Aurelia,Siregar,Aurelia@livex.com,Cilegon,25-10-2018,KP0625AF,"Rp60,000,000",37018,5,4,Cepat Kirim,Y,Iq-500,500,,,,,,,
Lee,Faizal,Lee@livex.com,Mojokerto,25-11-2018,KP0850FB,"Rp84,000,000",37019,4,N/A,JENT,Y,Zb-123,123,,,,,,,
